repository,representative_commit,file,line,text,commit_occurrences,platform,core,revision,offset,read_width,moment,power_clock,locks,reset_init_order,read_side_effects,source_kind,confidence
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,254,#define EUR_CR_CORE_ID_ID_SIGNED            0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,255,/* Register EUR_CR_CORE_REVISION */,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,256,#define EUR_CR_CORE_REVISION                0x0024,166,generic SGX DDK,544,UNKNOWN physical revision,0x0024 (literal define),N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,257,#define EUR_CR_CORE_REVISION_MAINTENANCE_MASK 0x000000FFU,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,258,#define EUR_CR_CORE_REVISION_MAINTENANCE_SHIFT 0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,259,#define EUR_CR_CORE_REVISION_MAINTENANCE_SIGNED 0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,260,#define EUR_CR_CORE_REVISION_MINOR_MASK     0x0000FF00U,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,261,#define EUR_CR_CORE_REVISION_MINOR_SHIFT    8,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,262,#define EUR_CR_CORE_REVISION_MINOR_SIGNED   0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,263,#define EUR_CR_CORE_REVISION_MAJOR_MASK     0x00FF0000U,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,264,#define EUR_CR_CORE_REVISION_MAJOR_SHIFT    16,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,265,#define EUR_CR_CORE_REVISION_MAJOR_SIGNED   0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,266,#define EUR_CR_CORE_REVISION_DESIGNER_MASK  0xFF000000U,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,267,#define EUR_CR_CORE_REVISION_DESIGNER_SHIFT 24,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx544defs.h,268,#define EUR_CR_CORE_REVISION_DESIGNER_SIGNED 0,166,generic SGX DDK,544,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,200,/* Register EUR_CR_CORE_ID */,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,201,#define EUR_CR_CORE_ID                      0x001C,75,generic SGX DDK,545,UNKNOWN physical revision,0x001C (literal define),N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,202,#define EUR_CR_CORE_ID_CONFIG_MASK          0x0000FFFFU,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,203,#define EUR_CR_CORE_ID_CONFIG_SHIFT         0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,204,#define EUR_CR_CORE_ID_CONFIG_SIGNED        0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,205,#define EUR_CR_CORE_ID_ID_MASK              0xFFFF0000U,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,206,#define EUR_CR_CORE_ID_ID_SHIFT             16,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,207,#define EUR_CR_CORE_ID_ID_SIGNED            0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,208,/* Register EUR_CR_CORE_REVISION */,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,209,#define EUR_CR_CORE_REVISION                0x0020,75,generic SGX DDK,545,UNKNOWN physical revision,0x0020 (literal define),N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,210,#define EUR_CR_CORE_REVISION_MAINTENANCE_MASK 0x000000FFU,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,211,#define EUR_CR_CORE_REVISION_MAINTENANCE_SHIFT 0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,212,#define EUR_CR_CORE_REVISION_MAINTENANCE_SIGNED 0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,213,#define EUR_CR_CORE_REVISION_MINOR_MASK     0x0000FF00U,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,214,#define EUR_CR_CORE_REVISION_MINOR_SHIFT    8,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,215,#define EUR_CR_CORE_REVISION_MINOR_SIGNED   0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,216,#define EUR_CR_CORE_REVISION_MAJOR_MASK     0x00FF0000U,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,217,#define EUR_CR_CORE_REVISION_MAJOR_SHIFT    16,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,218,#define EUR_CR_CORE_REVISION_MAJOR_SIGNED   0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,219,#define EUR_CR_CORE_REVISION_DESIGNER_MASK  0xFF000000U,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,220,#define EUR_CR_CORE_REVISION_DESIGNER_SHIFT 24,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgx545defs.h,221,#define EUR_CR_CORE_REVISION_DESIGNER_SIGNED 0,75,generic SGX DDK,545,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,100,	#define SGX_CORE_ID										SGX_CORE_ID_543,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,101,	#define SGX_CORE_ID										SGX_CORE_ID_543,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,109,	#define SGX_CORE_ID										SGX_CORE_ID_544,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,127,	#define SGX_CORE_ID										SGX_CORE_ID_544,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,128,	#define SGX_CORE_ID										SGX_CORE_ID_544,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,136,	#define SGX_CORE_ID										SGX_CORE_ID_545,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,156,	#define SGX_CORE_ID										SGX_CORE_ID_545,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,157,	#define SGX_CORE_ID										SGX_CORE_ID_545,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,166,	#define SGX_CORE_ID										SGX_CORE_ID_554,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,184,	#define SGX_CORE_ID										SGX_CORE_ID_554,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,185,	#define SGX_CORE_ID										SGX_CORE_ID_554,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,43,	#define SGX_CORE_ID										SGX_CORE_ID_520,166,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,50,	#define SGX_CORE_ID										SGX_CORE_ID_530,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,51,	#define SGX_CORE_ID										SGX_CORE_ID_5300,99,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,57,	#define SGX_CORE_ID										SGX_CORE_ID_531,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,61,	#define SGX_CORE_ID										SGX_CORE_ID_530,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,62,	#define SGX_CORE_ID										SGX_CORE_ID_530,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,65,	#define SGX_CORE_ID										SGX_CORE_ID_535,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,69,	#define SGX_CORE_ID										SGX_CORE_ID_531,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,70,	#define SGX_CORE_ID										SGX_CORE_ID_531,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,77,	#define SGX_CORE_ID										SGX_CORE_ID_540,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,78,	#define SGX_CORE_ID										SGX_CORE_ID_535,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,79,	#define SGX_CORE_ID										SGX_CORE_ID_535,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,877a45ba3797fecdadcae35cc09103e9bec72b0e,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,85,	#define SGX_CORE_ID										SGX_CORE_ID_543,67,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,bfd9edef3f976906fb7fececbfa29d16801154f5,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,91,	#define SGX_CORE_ID										SGX_CORE_ID_540,98,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,a24ae6b2573b7eb1dc94473aa9953b964079b5c6,eurasia_km/services4/srvkm/hwdefs/sgxfeaturedefs.h,92,	#define SGX_CORE_ID										SGX_CORE_ID_540,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
